nid,title,author,doi,abstract,source_title,year,source,pmid_if_applicable,full_text_link_if_included,file_id,occ_id,organism_type,organism_specific,pathogen,pathogen_note,patient_type,transmission_route,clinical,diagnostic,diagnostic_note,serosurvey,country,origin,problem_geography,lat,long,latlong_source,loc_confidence,shape_type,poly_type,buffer_radius,gaul_year_or_custom_shapefile,poly_id,poly_field,site_notes,month_start,month_end,year_start,year_end,year_accuracy
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,11,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Konyang University Hospital,hospital,36.306818,127.342685,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,12,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Kunkuk University Medical Center,hospital,37.540583,127.071912,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,13,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Kyung Hee University Hospital,hospital,37.553507,127.157649,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,14,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Asan Chungmu Hospital,hospital,37.518799,126.903816,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,15,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Asan Medical Center,hospital,37.526939,127.108392,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,16,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Good Gang-An Hospital,hospital,35.1502,129.110635,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,17,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Good morning Hospital,hospital,36.990639,127.120464,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,18,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Gangneung Medical Center,hospital,37.818478,128.85775,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,19,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Hallym University Medical Center,hospital,37.884122,127.739932,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,20,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,St. Mary's Hospital Yeouido,hospital,37.518186,126.936612,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,21,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Seoul Clinic,hospital,37.526929,127.108371,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,22,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Song Tae-eui Internal Medical Center,hospital,37.503525,127.08986,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,23,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Yeolin Clinic,hospital,37.503838,127.124774,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364271,2015 MERS outbreak in Korea: hospital-to-hospital transmission,"Ki, Moran",10.4178/epih/e2015033,"The distinct characteristic of the Middle East Respiratory Syndrome (MERS) outbreak in South Korea is that it not only involves intra-hospital transmission, but it also involves hospital-to-hospital transmission. It has been the largest MERS outbreak outside the Middle East, with 186 confirmed cases and, among them, 36 fatal cases as of July 26, 2015. All confirmed cases are suspected to be hospital-acquired infections except one case of household transmission and two cases still undergoing examination. The Korean health care system has been the major factor shaping the unique characteristics of the outbreak. Taking this as an opportunity, the Korean government should carefully assess the fundamental problems of the vulnerability to hospital infection and make short- as well as long-term plans for countermeasures. In addition, it is hoped that this journal, Epidemiology and Health, becomes a place where various topics regarding MERS can be discussed and shared.",Epidemiology and Health,2015,pubmed,26212508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4533026/,Ki_2015,24,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Yangji Seoul Samsung Clinic,hospital,37.234337,127.283755,Google Maps,good,point,,NA,,NA,,various secondary cases reported at multiple hospitals,5,7,2015,2015,0
364273,"A case of imported Middle East Respiratory Syndrome coronavirus infection and public health response, Greece, April 2014","Tsiodras, S.; Baka, A.; Mentis, A.; Iliopoulos, D.; Dedoukou, X.; Papamavrou, G.; Karadima, S.; Emmanouil, M.; Kossyvakis, A.; Spanakis, N.; Pavli, A.; Maltezou, H.; Karageorgou, A.; Spala, G.; Pitiriga, V.; Kosmas, E.; Tsiagklis, S.; Gkatzias, S.; Koulouris, N. G.; Koutsoukou, A.; Bakakos, P.; Markozanhs, E.; Dionellis, G.; Pontikis, K.; Rovina, N.; Kyriakopoulou, M.; Efstathiou, P.; Papadimitriou, T.; Kremastinou, J.; Tsakris, A.; Saroglou, G.",NA,"On 18 April 2014, a case of Middle East Respiratory Syndrome coronavirus (MERS-CoV) infection was laboratory confirmed in Athens, Greece in a patient returning from Jeddah, Saudi Arabia. Main symptoms upon initial presentation were protracted fever and diarrhoea, during hospitalisation he developed bilateral pneumonia and his condition worsened. During 14 days prior to onset of illness, he had extensive contact with the healthcare environment in Jeddah. Contact tracing revealed 73 contacts, no secondary cases had occurred by 22 April.",Eurosurveillance,2014,pubmed,24786258,http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20782,Tsiodras_2014,25,human,Homo sapiens,MERS-CoV,,import,direct,yes,PCR,"RT-PCR; source of infection of patient although unclear, is most likely respiratory transmission from a patient,in the healthcare environment, in Saudi Arabia; authors doubt that his brief exposure to bats during dinner with friends in a neighborhood of Jeddah, outside the incubation period for MERS-CoV could have constituted a significant risk for infection",,GRC,Athens,hospital,37.989584,23.735835,Google Maps,bad,point,,NA,,NA,,patient reported illness in Jeddah but then traveled to Athens where he was officially diagnosed,4,4,2014,2014,0
